"source_paper","app_awareness","venue_raw","venue_source","raw_reference","suspected_fp"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Since it holds for any px1,⃗a1, ⃗y1q P Zsid∆ p , we know ⃗η P C implies πj “ ∆. Therefore, πj “ ∆is equivalent to ⃗η P C, which implies for any ⃗η0 P C Prx,⃗a,⃗yr⃗η “ ⃗η0|πj “ ∆s “ Prx,⃗a,⃗yr⃗η “ ⃗η0|⃗η P Cs . It is left to show Prx,⃗a,⃗yr⃗η “ ⃗η0|⃗η P Cs “ 1 |C| for any ⃗η0 P C. Denote E :“ Z˚ p ˆ pZp ˆ Z˚ pqsid∆and we know px, a1, y1, . . . , asid∆, ysid∆q is uniformly distributed over E. Therefore, ⃗η “ px, a1, y1¨x, . . . , asid∆isalsodysid∆¨xq is also uniformly distributed over E, which implies for any ⃗η0 P E, Prx,⃗a,⃗yr⃗η “ ⃗η0s “ 1 |E| . Since C Ď E, we have for any ⃗η0 P C Prx,⃗a,⃗yr⃗η “ ⃗η0|⃗η P Cs “ 1{|E| |C|{|E| “ 1 |C| . [\\ 45 B.3 Proof of Claim 4 Proof (of Claim 4). Suppose E1 ^ p␣E2q occurs. Denote strj as the input of the j-th query to ˆH. Denote the total number of queries to ˆH as numtot ˆH . Denote the decompositin of strj as strj “ ξA j } ξY j } mj. Denote Curj as the set Cur by the step when the j-th query to ˆH is made and denote Curtot as the set Cur after B ﬁnishes the check of the condition (15) and (16). Since B makes a query str˚ k to ˆH to check the condition (16), there exists j P rnumtot ˆH s such that strj “ str˚ k. Let jmin be the smallest index such that strjmin “ str˚ k. Since Hidpstr˚ kq “ K, from the simulation of ˆH, we know ξA jmin R ΞpCurjminq or ξY jmin R ΞpCurjminq. However, since ξA jmin “ ˆΦps˚ k ´ c˚ k ¨ y˚ k ¨ Xq and ξY jmin “ ˆΦpy˚ k ¨ Xq, we know ξA jmin, ξY jmin P Curtot. Therefore, denote the set of all ξY j and ξA j that do not correspond to any encoding of polynomials when the j-th query to ˆH is made as Dtot :“ tξA j |j P rnumtot ˆH s, ξA j R ΞpCurjqu Y tξY j |j P rnumtot ˆH s, ξY j R ΞpCurjqu , and then we have at least one of ξA jmin and ξY jmin is in D X ΞpCurtotq, which implies D X ΞpCurtotq ‰ H. Therefore, we have the event E occurs implies D X ΞpCurtotq ‰ H, which means PrrE1 ^ p␣E2qs ď PrrDtot X ΞpCurtotq ‰ Hs . (54) It is left to bound PrrD X ΞpCurtotq ‰ Hs. Denote Dj :“ tξA j1|j1 P rjs, ξA j1 R ΞpCurj1qu Y tξY j1 |j1 P rjs, ξY j1 R ΞpCurj1qu . Denote Curpiq as the set Cur after the i-th query to ˆΦ is ﬁnished and Curp0q “ H. Consider the step when the i-th query to ˆΦ is made. Denote the number of queries to ˆH before the i-th query to ˆΦ is made as numpiq ˆH . Denote the event E1 i as Dnumpiq ˆH X ΞpCurpi´1qq “ H and Dnumpiq ˆH X ΞpCurpiqq ‰ H. We ﬁrst show that if Dtot X ΞpCurtotq ‰ H, then there exists i such that E1 i occurs, and then bound PrrE1 is for each i. Denote the total number of queries to ˆΦ as numtot ˆΦ . Suppose none of tE1 iuiPrnumtot ˆ Φ s occurs. We show that at any time step, supposing the number of queries to ˆΦ made so far is i and the number of queries to ˆH made so far is j, we have Dj X TpCurpiqq “ H, which implies Dtot X ΞpCurtotq “ H. We show the statement by induction. At the begining, we know i “ 0, j “ 0, Curp0q “ H, and D0 “ H. Thus, the statement holds trivially. For any time step with i ą 0 or j ą 0, suppose the latest query is made to ˆH and we have Dj´1 X TpCurpiqq “ H. Consider the step when the j-th query to ˆH is made. If Tpstrjq ‰ K, we have Dj “ Dj´1 and Dj X TpCurpiqq “ H. Otherwise, if Tpstrjq “ K, we have Dj “ Dj´1 Y ptξA j , ξY j uzTpCurjqq. Since Curj “ Curpiq, we have Dj XTpCurpiqq “ Dj´1YTpCurpiqq “ H. Therefore, we have Dj XTpCurpiqq “ H. Otherwise, suppose the latest query is made to ˆΦ and we have DjXTpCurpi´1qq “ H. Since we have j “ numpiq ˆH and E1 i does not occur, we have Dj X TpCurpi´1qq “ Dnumpiq ˆH X ΞpCurpiqq “ H. Therefore, by induction, the statement holds. Then, considering the step when B ﬁnishes the check of the condition (15) and (16), we have Dtot X ΞpCurtotq “ Dnumtot ˆH X ΞpCurpnumtot ˆ Φ qq “ H. Therefore, if Dtot X ΞpCurtotq ‰ H, then at least one of tE1 iuiPrnumtot ˆ Φ s occurs. Finally, to bound PrrE1 is, consider the i-th query to ˆΦ. Denote the input of the i-th query to ˆΦ as Pi. Denote j “ numpiq ˆH for simplicity. Suppose E1 i occurs. We know Curpiq ‰ Curpi´1q, which implies Curpiq “ Curpi´1qYtPiu and ΞpCurpiqq “ ΞpCurpi´1qqYtΞpPiqu. Since Dj XΞpCurpi´1qq “ H and Dj XΞpCurpiqq ‰ H, we know ΞpPiq P Dj. Therefore, we have PrrE1 is ď prCurpiq “ Curpi´1q X tPiu ^ ΞpPiq P Djs . 46 Game OMDLA G pλq : p Ð |Gλ|; g Ð gpGλq cid Ð 0; ℓÐ 0 tyiuiPrcids Ð AChal,DLogpp, g, Gλq If ℓě cid then return 0 If @ i P rcids : yi “ xi then Return 1 Return 0 Oracle Chal : cid Ð cid ` 1 xcid Ð$ Zp Return gxcid Oracle DLogpXq : ℓÐ ℓ` 1 Return loggpXq Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","17. The OMDL game. Consider the step when ΞpPiq is generated. We know Dj is already determined. Therefore, we know ΞpPiq is sampled uniformly at random from t0, 1ulogppqzΞpCurpi´1qq independent of Dj, which implies PrrE1 is ď PrrCurpiq “ Curpi´1q Y tPiu ^ ΞpPiq P Djs ď PrrΞpPiq P Dj|Curpiq “ Curpi´1q Y tPius ď |Dj| p ´ |Curpi´1q| ď |Dtot| p ´ |Curtot| . Therefore, we have PrrDtot X ΞpCurtotq ‰ Hs ď Pr » – ł iPrnumtot Φ s E1 i ﬁ ﬂď ÿ iPrnumtot ˆ Φ s PrrE1 is ď numtot ˆΦ ¨ |Dtot| p ´ |Curtot| . Since |Dtot| ď 2numtot ˆH ď 2pQH ` QS1 ` 1q and |Curtot| ď numtot ˆΦ ď QΦ, by (54), we have PrrE1 ^ p␣E2qs ď 2numtot ˆΦ ¨ numtot ˆH p ´ numtot ˆΦ “ 2QΦpQH ` QS1 ` 1q p ´ QΦ . [\\ C A Scheme Secure under OMDL In this section, we present our second blind signature scheme, BS2, that is proved secure in AGM assuming the hardness of the one-more discrete logarithm (OMDL) problem","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","[BNPS03], which is formalized in Figure 17. We also denote by Advomdl G pA, λq the corresponding advantage that A wins the game. The adversary is now given access to a powerful oracle that can compute discrete logarithms, but if the adversary queries this oracle ℓtimes, it is asked to solve ℓ` 1 discrete-log instances. While the OMDL game gives more power to an adversary compared to the classical DL problem, its generic concrete security is comparable, as recently proved by Fuchsbauer et al.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","[BFP21]. The scheme BS2 is described in Figure","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","18. It very much resembles BS1, with the exception that the commitment C is now gtXy instead of Xy. This also gives us a more involved blinding method. Still, the resulting scheme is perfectly blind, as shown by the following theorem. (Its proof is very similar to the blindness proof of BS1rGs, so we defer it to Appendix D.1.) Theorem","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","8. Let G be an (asymptotic) family of prime-order cyclic groups. Then, the blind signature scheme BS2rGs is perfectly blind. The core of our analysis is the following theorem, which asserts the one-more unforgeability of BS2 in the AGM, assuming random oracles. 47 Algorithm BS2.Setupp1λq : p Ð |Gλ|; g Ð gpGλq Select H : t0, 1u˚ Ñ Zp Return par Ð pp, G, g, Hq Algorithm BS2.KGpparq : pp, G, g, Hq Ð par x Ð$ Zp; X Ð gx sk Ð x; pk Ð X Return psk, pkq Algorithm BS2.S1pskq : x Ð sk; X Ð gx a, t Ð$ Zp; y Ð$ Z˚ p A Ð ga; C Ð gtXy sts Ð pa, y, t, xq; msg1 Ð pA, Cq Return psts, msg1q Algorithm BS2.S2psts, cq : pa, y, t, xq Ð sts s Ð a ` c ¨ y ¨ x Return msg2 Ð ps, y, tq Algorithm BS2.U1ppk, msg1, mq : X Ð pk; pA, Cq Ð msg1 r1, r2, r3 Ð$ Zp; γ Ð$ Z˚ p A1 Ð gr1 ¨ Aγ ¨ Cr3¨γ C1 Ð Cγgr2 c1 Ð HpA1 } C1 } mq c Ð c1 ` r3 stu Ð pc, c1, r1, r2, r3, γ, X, Z, A, Cq Return pstu, cq Algorithm BS2.U2pstu, msg2q : pc, c1, r1, r2, r3, γ, X, Z, A, Cq Ð stu ps, y, tq Ð msg2 If y “ 0 or C ‰ gtXy or gs ‰ A ¨ Xc¨y then return K s1 Ð γ ¨ s ` r1 ` r3 ¨ γ ¨ t y1 Ð γ ¨ y t1 Ð γ ¨ t ` r2 Return σ Ð pc1, s1, y1, t1q Algorithm BS2.Verppk, σ, mq : pc, s, y, tq Ð σ If y “ 0 then return 0 C Ð gtXy; A Ð gs ¨ X´c¨y If c ‰ HpA } C } mq then return 0 Return 1 Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","18. The blind signature scheme BS2 “ BS2rGs. Theorem","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","9. Let G be an (asymptotic) family of prime-order cyclic groups. For any algebraic adversary Aalg for the game OMUFBS2rGspλq making at most QS1 queries to S1 and QH queries to the random oracle H, there exists an adversary Bomdl running in a similar running time as Aalg for the OMDL problem making at most 2QS1 ` 1 queries to Chal such that Advomuf BS2rGspAalg, λq ď Advomdl G pBomdl, λq ` pQH ` QS1 ` 1qpQH ` 3QS1 ` 2q p ´ 1 . The proof of Theorem 9 resembles the proof of security for BS1 in Theorem 3, in particular, by relying on the WFROS game. Proof (Theorem 9). Let us ﬁx an adversary Aalg making at most QS1 queries to S1, and QH queries to the random oracle H. Without loss of generality, assume Aalg makes exactly QS1 queries to S1 and exactly one query pi, ciq to S2 for each i P rQS1s. Then, after Aalg returns, we know ℓ“ QS1 and Iﬁn “ rQS1s. The OMUFAalg BS2rGs game is formally deﬁned in Figure","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","19. In addition to the original OMUF game (deﬁned in Figure 1), for each query pA } C } mq to H, its corresponding hid is recorded in HidpA } C } mq and the output of the query is recorded as δhid. Also, since Aalg is algebraic, Aalg also provides the representations of A and C, and the corresponding coeﬃcients ⃗ˆα and ⃗ˆβ are recorded as ⃗ˆαhid and ⃗ˆβhid. Denote the event WIN as Aalg wins the OMUFAalg BS2rGs game, i.e., all output message-signature pairs tm˚ k, σ˚ kukPrQS1`1s are distinct and valid. Furthermore, let us denote str˚ k :“ gs˚ k X´c˚ k ¨y˚ k } gt˚ k Xy˚ k } m˚ k. We let E be the event in the OMUFAalg BS2rGs game for which, after the validity of the output is checked, for each 48 Game OMUF Aalg BS2rGspλq: p Ð |Gλ|; g Ð gpGλq; x Ð$ Zp; X Ð gx sid Ð 0; ℓÐ 0; Iﬁn Ð H; T Ð pq; hid Ð 0; Hid Ð pq tpm˚ k , σ˚ k qukPrℓ`1s Ð$ AS1,S2,H alg pp, g, Gλ, Xq If D k1 ‰ k2 such that pm˚ k1, σ˚ k1q “ pm˚ k2, σ˚ k2q then Return 0 If D k P rℓ` 1s such that y˚ k “ 0 or c˚ k ‰ Hpgs˚ k X´c˚ k ¨y˚ k } gt˚ k Xy˚ k } m˚ k q where pc˚ k , s˚ k , y˚ k , t˚ k q “ σ˚ k then return 0 Return 1 Oracle HpA } C } mq : If TpA } C } mq “ K then TpA } C } mq Ð$ Zp hid Ð hid ` 1 HidpA } C } mq Ð hid A “ g ˆαgX ˆαX ś iPrsids AˆαAi i C ˆαCi i C “ g ˆβgX ˆβX ś iPrsids A ˆβAi i C ˆβCi i δhid Ð TpA } C } mq; ⃗ˆαhid Ð ⃗ˆα; ⃗ˆβhid Ð ⃗ˆβ Return TpA } C } mq Oracle S1 : sid Ð sid ` 1 asid, tsid Ð$ Zp; ysid Ð$ Zp sts sid Ð pasid, ysid, tsidq Asid Ð gasid Csid Ð gtsidXysid msg1 Ð pAsid, Csidq Return psid, msg1q Oracle S2pi, ciq : If i R rsidszIﬁn then Return K pai, yi, tiq Ð sts i si Ð ai ` ci ¨ yi ¨ x msg2 Ð psi, yi, tiq Iﬁn Ð Iﬁn Y tiu ℓÐ ℓ` 1 Return msg2 Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","19. The OMUF security game for the blind signature scheme BS2rGs and Game1 used in the proof of Theorem 9, where OMUF Aalg BS2rGs contains all but the solid box and Game Aalg 1 contains all. k P rQS1 ` 1s and j “ Hidpstr˚ kq,12 the following conditions hold: ˆαX j ` ÿ iPrQS1s yipˆαCi j ´ ci ¨ ˆαAi j q “ ´δj ¨ y˚ k , (55) ˆβX j ` ÿ iPrQS1s yipˆβCi j ´ ci ¨ ˆβAi j q “ y˚ k . (56) Since Advomuf BS2rGspAalg, λq “ PrrWINs “ PrrWIN ^ Es ` PrrWIN ^ p␣Eqs, the theorem follows by combining the following two lemmas with Theorem 1. Lemma","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","17. There exists an adversary Bwfros for the WFROSQS1,p problem making at most QH ` QS1 ` 1 queries to the random oracle H such that Advwfros QS1,ppBwfrosq ` QH ` QS1 ` 1 p ě PrrE1 ^ E2s . (57) Lemma","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","18. There exists an adversary Bomdl running in similar running time as Aalg for the OMDL problem making at most 2QS1 ` 1 queries to Chal, such that Advomdl G pBomdl, λq ě PrrGameAalg 1 “ 1s . (58) [\\ C.1 Proof of Lemma 17 The proof is almost the same as the proof of Lemma 10. Proof. We ﬁrst give a detailed description of Bwfros playing the game WFROSQS1,p. 12 Here, Hidpstr˚ k q must be deﬁned since a query str˚ k is made to H when checking the validity of the output pm˚ k , σ˚ k q. 49 The adversary Bwfros. To start with, Bwfros initializes sid, Iﬁn, ℓ, T, hid, and Hid as described in the OMUFAalg BS2rGs game. In addition, Bwfros samples x uniformly from Zp and sets X to gx. Then, Bwfros runs Aalg on input pp, g, Gλ, Xq and with access to the oracles ˆS1, ˆS2, and ˆH. These oracles operate as follows: Oracle ˆS1: Same as the OMUFAalg BS2rGs game except that instead of sampling ysid, tsid randomly and setting Csid Ð gtsidXysid, Bwfros samples a new variable t1 sid uniformly from Zp and sets Csid “ gt1 sid. Oracle ˆS2: After receiving a query pi, ciq to ˆS2 from Aalg, if i R rsidszIﬁn, Bwfros returns K. Otherwise, Bwfros makes a query pi, ciq to S and uses its output as the value yi. Also, Bwfros sets ti “ t1 i ´yi ¨x. With the value pai, yi, tiq, the rest of ˆS2 is the same as S2 in the OMUFAalg BS2rGs game. Oracle ˆH: After receiving a query pA } C } mq to ˆH from Aalg, if TpA } C } mq ‰ K, the value TpA } C } mq is returned. Otherwise, since Aalg is algebraic, Bwfros also knows the coeﬃcient ⃗ˆα and ⃗ˆβ such that A “ g ˆαgX ˆαX ź iPrsids AˆαAi i C ˆαCi i , C “ g ˆβgX ˆβX ź iPrsids A ˆβAi i C ˆβCi i . Then, Bwfros issues the query p⃗α, ⃗βq to H, where ⃗α, ⃗β P Z 2QS1`1 p are such that αpi1q “ $ ’ ’ ’ & ’ ’ ’ % ˆαX , i1 “ 0 ˆαCi , i1 “ 2i ´ 1 , i P rsids ´ˆαAi , i1 “ 2i , i P rsids 0 , o.w. βpi1q “ $ ’ ’ ’ & ’ ’ ’ % ´ˆβX , i1 “ 0 ´ˆβCi , i1 “ 2i ´ 1 , i P rsids ˆβAi , i1 “ 2i , i P rsids 0 , o.w. . (59) After receiving the output pδhid, hidq, Bwfros sets TpA } C } mq Ð δhid and HidpA } C } mq Ð hid. Finally, Bwfros returns TpA } C } mq. After Aalg outputs tpm˚ k, σ˚ kqukPrQS1`1s, Bwfros aborts if the conditions from the event WIN ^ E do not occur. Otherwise, Bwfros outputs J :“ tHidpstr˚ kq | k P rQS1 ` 1su. Following an analysis similar to B in the GGM (Section 4.2), we know Bwfros makes at most QH `QS1 `1 queries to H and Bwfros simulates the OMUFAalg BS2rGs game statistically close to perfect with distance bounded by QH`QS1`1 p . Therefore, the probability that WIN ^ E occurs when running Bwfros is at least PrrWIN ^ Es ´ QH`QS1`1 p . It is left to show that if WIN ^ E occurs within the simulation, then Bwfros wins the WFROS game. We ﬁrst show that |J | “ QS1 `","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Suppose |J | ď QS1. Then, we know there exists k1, k2 P rQS1 ` 1s such that k1 ‰ k2 and Hidpstr˚ k1q “ Hidpstr˚ k2q, which implies str˚ k1 “ str˚ k2. Therefore, we have gs˚ k1X´c˚ k1¨y˚ k1 “ gs˚ k2X´c˚ k2¨y˚ k2 , gt˚ k1Xy˚ k1 “ gt˚ k2Xy˚ k2 , m˚ k1 “ m˚ k2 . (60) Also, let j “ Hidpstr˚ k1q “ Hidpstr˚ k2q. Since E occurs, by (56), we have y˚ k1 “ ˆβX j ` ÿ iPrQS1s yipˆβCi j ´ ci ¨ ˆβAi j q “ y˚ k2 . Since y˚ k1 “ y˚ k2 and c˚ k1 “ c˚ k2, by (60), we have t˚ k1 “ t˚ k2 , s˚ k1 “ s˚ k2 . 50 However, since pm˚ k1, σ˚ k1q and pm˚ k2, σ˚ k2q are diﬀerent message-signature pairs, we have pm˚ k1, c˚ k1, s˚ k1, y˚ k1, t˚ k1q ‰ pm˚ k2, c˚ k2, s˚ k2, y˚ k2, t˚ k2q, which yields a contradiction. Therefore, we have |J | “ QS1 ` 1. Then, since E occurs in the OMUFAalg BS2rGs game simulated by Bwfros, by (55) and (56), it holds that for any j P J αX j ` ÿ iPrQS1s yipαCi j ´ ci ¨ αAi j q “ ´δj ¨ ˝ˆβX j ` ÿ iPrQS1s yipˆβCi j ´ ci ¨ ˆβAi j q ˛ ‚ . From the simulation of ˆH, by (59), we have for any j P J αp0q j ` ÿ iPrQS1s yipαp2i´1q j ` ci ¨ αp2iq j q “ δj ¨ ˝βp0q j ` ÿ iPrQS1s yipβp2i´1q j ` ci ¨ βp2iq j q ˛ ‚ . Therefore, Bwfros wins the WFROSQS1,p game. [\\ C.2 Proof of Lemma 18 Proof. We ﬁrst give a detailed description of Bomdl playing the OMDLG game. The adversary Bomdl. To start with, Bomdl initializes sid, Iﬁn, ℓ, T, hid, and Hid as described in the OMUFAalg BS2rGs game. After Bomdl receives pp, g, Gλq from the OMDLG game, Bwfros sets X Ð$ Chalpq and runs Aalg on input pp, g, Gλ, Xq and with access to the oracles ˆS1, ˆS2, and ˆH. These oracles operate as follows: Oracle ˆS1: After receving a query to ˆS1 from Aalg, Bomdl increases sid by one and sets Asid Ð$ Chalpq and Csid Ð$ Chalpq. Then, Bomdl returns psid, Asid, Csidq. Oracle ˆS2: After receving a query pi, ciq to ˆS2 from Aalg, if i R rsidszIﬁn, Bomdl returns K. Otherwise, Bomdl samples yi uniformly from Z˚ p and sets si Ð DLogpAXci¨yiq and ti Ð DLogpCX´yiq. Then, Bomdl returns psi, yi, tiq. Oracle ˆH: Same as in the OMUFAalg BS2rGs game. After receiving the output tpm˚ k, σ˚ kqukPrQS1`1s, Bomdl aborts if the event WIN ^ p␣Eq does not occur. Otherwise, we show in Claim 11 that Bomdl can compute the discrete log of X. Denote x :“ loggpXq. Then, for each i P rQS1 ` 1s, Bomdl computes the discrete log of Ai and Ci as ai Ð si ´ ci ¨ yi ¨ x and t1 i Ð ti ` yi ¨ x. Finally, Bomdl returns px, a1, c1, . . . , aQS1, cQS1q. Analysis of Bomdl. Note that Bomdl makes one queries to Chal to get X, two queries to Chal when it receives a query to ˆS1, and two queries to Chal when it receives a query to ˆS2. Therefore, Bomdl makes 2QS1 ` 1 queries to Chal and 2QS1 queries to DLog. Also, it is clear that Bomdl simulates oracles S1, S2, H in the OMUFAalg BS2rGs game perfectly, and Bomdl wins the OMDL game if it can compute the discrete log of X correctly. Therefore, we can conclude the lemma with the following claim. Claim 11 If WIN ^ E occurs when running Bomdl, then Bomdl can compute the discrete log of X. [\\ Proof (of Claim 11). Suppose WIN ^ E occurs within the simulation. We know WIN occurs, but one of (55) and (56) does not hold. Case 1: (55) does not hold. There exists k P rQS1 ` 1s and j :“ Hidpstr˚ kq such that ˆαX j ` ř iPrQS1s yipˆαCi j ´ ci ¨ ˆαAi j q ‰ ´δj ¨ y˚ k. Since WIN occurs, we know c˚ k “ ˆHpstr˚ kq “ δj. Then, since Hidpstr˚ kq “ j, we have gs˚ k X´δj¨y˚ k “ g ˆαg j X ˆαX j ź iPrsids A ˆα Ai j i C ˆα Ci j i . (61) 51 Similar to case 1, by substituting Ai “ gsiX´ci¨yi and Ci “ gtiXyi into the equation (61), we have gs˚ k X´δj¨y˚ k “ g ˆαg j `ř iPrQS1 spˆα Ai j ¨si`ˆα Ci j ¨tiqX ˆαX j `ř iPrQS1 s yipˆα Ci j ´ci¨ˆα Ai j q . Therefore, Bomdl can compute the discrete log of X as x :“ s˚ k ´ ˆαg j ´ ř iPrQS1spˆαAi j ¨ si ` ˆαCi j ¨ tiq ˆαX j ` ř iPrQS1s yipˆαCi j ´ ci ¨ ˆαAi j q ` δj ¨ y˚ k . Case 2: (56) does not hold. There exists k P rQS1 ` 1s and j :“ Hidpstr˚ kq such that ˆβX j ` ř iPrQS1s yipˆβCi j ´ ci ¨ ˆβAi j q ‰ y˚ k. Since Hidpstr˚ kq “ j, we have gt˚ k Xy˚ k “ g ˆβg j X ˆβX j ź iPrQS1s A ˆβ Ai j i C ˆβ Ci j i . (62) From the simulation of ˆS2, for each i P rQS1s, we have gsi “ AiXci¨yi , gti “ CiX´yi . By substituting Ai “ gsiX´ci¨yi and Ci “ gtiXyi into (62), we have gt˚ k Xy˚ k “ g ˆβg j `ř iPrQS1 sp ˆβ Ai j ¨si` ˆβ Ci j ¨tiqX ˆβX j `ř iPrQS1 s yip ˆβ Ci j ´ci¨ ˆβ Ai j q . Therefore, Bomdl can compute the discrete log of X as x :“ t˚ k ´ ˆβg j ´ ř iPrQS1spˆβAi j ¨ si ` ˆβCi j ¨ tiq ˆβX j ` ř iPrQS1s yipˆβCi j ´ ci ¨ ˆβAi j q ´ y˚ k . [\\ D Blindness Proofs D.1 Blindness of BS2 Proof. Let A be an adversary playing the BlindA BS2rGs game. Similar to the blindness proof of BS1rGs, we can assume the randomness of A is ﬁxed and A always ﬁnishes both signing sessions and receives valid signatures pσ0, σ1q without loss of generality. Deﬁne the view of A after its execution as π “ pX, m0, m1, T0, T1, σ0, σ1q, where Ti :“ pAi, Ci, ci, si, yi, tiq, denoting the transcripts learned from interactions with the i-th signing session and σi “ pc1 i, s1 i, y1 i, t1 iq. Since the randomness of A is ﬁxed, the only randomness left is the randomness in U1 and U2. Denote η :“ prp0q 1 , rp0q 2 , rp0q 3 , γp0q, rp1q 1 , rp1q 2 , rp1q 3 , γp1qq as the total randomness. To prove the theorem, we need only show that the distribution of π is identical in both the case b “ 0 and b “","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. We prove this by showing that for any ﬁxed view ∆such that Prrπ “ ∆|b “ 1s ą 0, there exists a unique value of the randomness η that makes π “ ∆for the cases b “ 0 and b “ 1. For both the cases b “ 0 and b “ 1, we now show that π “ ∆if and only if for each i P t0, 1u, it holds that γpiq “ y1 bi ∆{y∆ i , rpiq 1 “ s1 bi ∆´ γpiqps∆ i ` rpiq 3 ¨ t∆ i q , rpiq 2 “ t1 bi ∆´ γpiq ¨ t∆ i , rpiq 3 “ c∆ i ´ c1 bi ∆. (63) 52 where the superscript p¨q∆represents the corresponding value in ∆. From the algorithms BS2.U1 and BS2.U2, it is clear that the “only if” part holds. For the “if” part, suppose (63) holds. Since the randomness of A is ﬁxed, the view of A can diﬀer only on the outputs c0, c1 from the oracle U1 or the output pσ0, σ1q from the oracle U2. Since both signatures in ∆are valid, we have A∆ i “ gs∆ i X∆´c∆ i ¨y∆ i , C∆ i “ gt∆ i X∆y∆ i , (64) c1 bi ∆“ Hpgs1 bi ∆ X∆´y1 bi ∆¨c1 bi ∆ } gt1 bi ∆ X∆y1 bi ∆ } m∆ biq . (65) For ci where i P t0, 1u, suppose the values in the view of A that have already determined when ci is generated, which must include pX, mi, Ai, Ciq, is consistent with ∆. By p63q, we have ci “ rpiq 3 ` Hpgrpiq 1 Aγpiq i C γpiq¨rpiq 3 i } grpiq 2 Cγpiq i } mbiq “ rpiq 3 ` Hpgrpiq 1 A∆ i γpiq C∆ i γpiq¨rpiq 3 } grpiq 2 C∆ i γpiq } m∆ biq “ rpiq 3 ` Hpgrpiq 1 `γpiqps∆ i `rpiq 3 ¨t∆ i qX∆´y∆ i ¨γpiq¨pc∆ i ´rpiq 3 q } grpiq 2 `γpiq¨t∆ i X∆y∆ i ¨γpiq } m∆ biq “ rpiq 3 ` Hpgs1 bi ∆ X∆´y1 bi ∆¨c1 bi ∆ } gt1 bi ∆ X∆y1 bi ∆ } m∆ biq “ rpiq 3 ` c1 bi ∆“ c∆ i . where the third equality is due to (64), the fourth equality is due to (63), and the ﬁnal equality is due to (65). Then, consider the step when pσ0, σ1q is output. Suppose the current view, which contains Ti, are consistent with ∆. By (63), we have y1 bi “ γpiq ¨ yi “ γpiq ¨ y∆ i “ y1 bi ∆, s1 bi “ rpiq 1 ` γpiqpsi ` rpiq 3 ¨ tiq “ rpiq 1 ` γpiqps∆ i ` rpiq¨t∆ i 3 q “ s1 bi ∆, t1 bi “ rpiq 2 ` γpiq ¨ ti “ rpiq 2 ` γpiq ¨ t∆ i “ t1 bi ∆, c1 bi “ ci ´ rpiq 3 “ c∆ i ´ rpiq 3 “ c1 bi ∆, which implies pσ0, σ1q “ pσ∆ 0 , σ∆ 1 q. Therefore, by induction, if (63) holds, we know π “ ∆. [\\ D.2 Blindness of BS3 Proof. Let A be an adversary playing the BlindA BS3rGs game. Similar to the blindness proof of BS1rGs and BS2rGs, we can assume the randomness of A is ﬁxed and A always ﬁnishes both signing sessions and receives valid signatures pσ0, σ1q without loss of generality. Deﬁne the view of A after its execution as π “ pX, Z, m0, m1, T0, T1, σ0, σ1q, where Ti :“ pAi, Ci, ci, si, yi, tiq, denoting the transcripts learned from interactions with the i-th signing session and σi “ pc1 i, s1 i, y1 i, t1 iq. Since the randomness of A is ﬁxed, the only randomness left is the randomness in U1 and U2. Denote η :“ prp0q 1 , rp0q 2 , γp0q 1 , γp0q 2 , rp1q 1 , rp1q 2 , γp1q 1 , γp1q 2 q as the total randomness. To prove the theorem, we need only show that the distribution of π is identical in both the case b “ 0 and b “","True"
