label,key,iri,type
International Symposium on Highly Efficient Accelerators and Reconfigurable Technologies (HEART),streams/conf/heart,https://dblp.org/streams/conf/heart,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Image Processing (ICAIP),streams/conf/icaip,https://dblp.org/streams/conf/icaip,https://dblp.org/rdf/schema#Conference
International Conference on Formal Methods for Industrial Critical Systems (FMICS),streams/conf/fmics,https://dblp.org/streams/conf/fmics,https://dblp.org/rdf/schema#Conference
International Workshop on AI-driven Spatio-temporal Data Analysis for Wildlife Conservation (GeoWildLife),streams/conf/geowildlife,https://dblp.org/streams/conf/geowildlife,https://dblp.org/rdf/schema#Conference
International Conference on Artificial Intelligence and Law (ICAIL),streams/conf/icail,https://dblp.org/streams/conf/icail,https://dblp.org/rdf/schema#Conference
International Workshop on Formal Methods for Interactive Systems (FMIS),streams/conf/fmis,https://dblp.org/streams/conf/fmis,https://dblp.org/rdf/schema#Conference
International Health Data Workshop (HEDA),streams/conf/heda,https://dblp.org/streams/conf/heda,https://dblp.org/rdf/schema#Conference
International Conference on Artificial Intelligence and Information Systems (ICAIIS),streams/conf/icaiis,https://dblp.org/streams/conf/icaiis,https://dblp.org/rdf/schema#Conference
Workshop on Foundations of Models and Languages for Data and Objects (FMLDO),streams/conf/fmldo,https://dblp.org/streams/conf/fmldo,https://dblp.org/rdf/schema#Conference
International Conference on Artificial Intelligence in Information and Communication (ICAIIC),streams/conf/icaiic,https://dblp.org/streams/conf/icaiic,https://dblp.org/rdf/schema#Conference
International Workshop on Geocomputational Analysis of Socio-Economic Data (GeoSocial),streams/conf/geosocial,https://dblp.org/streams/conf/geosocial,https://dblp.org/rdf/schema#Conference
Fachtagung Rechts- und Verwaltungsinformatik (RVI),streams/conf/ftvi,https://dblp.org/streams/conf/ftvi,https://dblp.org/rdf/schema#Conference
SIGCOMM Workshop on Hot Topics in Optical Technologies and Applications in Networking (HotOptics),streams/conf/hotoptics,https://dblp.org/streams/conf/hotoptics,https://dblp.org/rdf/schema#Conference
UK Conference on Hypertext (Hypertext),streams/conf/htuk,https://dblp.org/streams/conf/htuk,https://dblp.org/rdf/schema#Conference
Workshop on Eye Gaze in Intelligent Human Machine Interaction (GazeIn),streams/conf/gazein,https://dblp.org/streams/conf/gazein,https://dblp.org/rdf/schema#Conference
International Workshop on First-Order Theorem Proving (FTP),streams/conf/ftp,https://dblp.org/streams/conf/ftp,https://dblp.org/rdf/schema#Conference
Halfway to the Future Symposium (HTTF),streams/conf/httf,https://dblp.org/streams/conf/httf,https://dblp.org/rdf/schema#Conference
USENIX Workshop on Hot Topics in Operating Systems (HotOS),streams/conf/hotos,https://dblp.org/streams/conf/hotos,https://dblp.org/rdf/schema#Conference
Formal Techniques in Real-Time and Fault-Tolerant Systems (FTRTFT),streams/conf/ftrtft,https://dblp.org/streams/conf/ftrtft,https://dblp.org/rdf/schema#Conference
ACM Conference on Hypertext and Social Media (HT),streams/conf/ht,https://dblp.org/streams/conf/ht,https://dblp.org/rdf/schema#Conference
International Conference on Random and Exhaustive Generation of Combinatorial Structures (GASCom),streams/conf/gascom,https://dblp.org/streams/conf/gascom,https://dblp.org/rdf/schema#Conference
USENIX High-Speed Networking Symposium,streams/conf/hsns,https://dblp.org/streams/conf/hsns,https://dblp.org/rdf/schema#Conference
International Workshop on Formal Techniques for Safety-Critical Systems (FTSCS),streams/conf/ftscs,https://dblp.org/streams/conf/ftscs,https://dblp.org/rdf/schema#Conference
International Workshop on Hot Topics in Peer-to-Peer Systems (HOT-P2P),streams/conf/hotp2p,https://dblp.org/streams/conf/hotp2p,https://dblp.org/rdf/schema#Conference
High Speed Networks and Multimedia Communications (HSNMC),streams/conf/hsnmc,https://dblp.org/streams/conf/hsnmc,https://dblp.org/rdf/schema#Conference
International Workshop on Formal Techniques for Java-like Programs (FTfJP),streams/conf/ftfjp,https://dblp.org/streams/conf/ftfjp,https://dblp.org/rdf/schema#Conference
"International Symposium on Games, Automata, Logics and Formal Verification (GandALF)",streams/conf/gandalf,https://dblp.org/streams/conf/gandalf,https://dblp.org/rdf/schema#Conference
Conference on History of Scientific and Numeric Computation (HSNC),streams/conf/hsnc,https://dblp.org/streams/conf/hsnc,https://dblp.org/rdf/schema#Conference
USENIX Conference on Hot Topics in Parallelism (HotPar),streams/conf/hotpar,https://dblp.org/streams/conf/hotpar,https://dblp.org/rdf/schema#Conference
International Workshop on Flaky Tests (FTW),streams/conf/ftw,https://dblp.org/streams/conf/ftw,https://dblp.org/rdf/schema#Conference
International Conference on Human System Interaction (HSI),streams/conf/hsi,https://dblp.org/streams/conf/hsi,https://dblp.org/rdf/schema#Conference
Power-Aware Computing and Systems (HotPower),streams/conf/hotpower,https://dblp.org/streams/conf/hotpower,https://dblp.org/rdf/schema#Conference
International Workshop on the History of Speech Communication Research (HSCR),streams/conf/hscr,https://dblp.org/streams/conf/hscr,https://dblp.org/rdf/schema#Conference
Fault Tolerance for HPC at eXtreme Scales Workshop (FTXS),streams/conf/ftxs,https://dblp.org/streams/conf/ftxs,https://dblp.org/rdf/schema#Conference
International Symposium on Gamification and Games for Learning (GamiLearn),streams/conf/gamilearn,https://dblp.org/streams/conf/gamilearn,https://dblp.org/rdf/schema#Conference
Joint Workshop on Hands-free Speech Communication and Microphone Arrays (HSCMA),streams/conf/hscma,https://dblp.org/streams/conf/hscma,https://dblp.org/rdf/schema#Conference
Fun with Algorithms (FUN),streams/conf/fun,https://dblp.org/streams/conf/fun,https://dblp.org/rdf/schema#Conference
Workshop on Hot Topics in Software Defined Networking (HotSDN),streams/conf/hotsdn,https://dblp.org/streams/conf/hotsdn,https://dblp.org/rdf/schema#Conference
Huntsville Simulation Conference (HSC),streams/conf/hsc,https://dblp.org/streams/conf/hsc,https://dblp.org/rdf/schema#Conference
IEEE Symposium on High Performance Interconnects (HOTI),streams/conf/hoti,https://dblp.org/streams/conf/hoti,https://dblp.org/rdf/schema#Conference
Finite-State Methods and Natural Language Processing (FSMNLP),streams/conf/fsmnlp,https://dblp.org/streams/conf/fsmnlp,https://dblp.org/rdf/schema#Conference
International Workshop on HPC User Support Tools (HUST),streams/conf/hust-ws,https://dblp.org/streams/conf/hust-ws,https://dblp.org/rdf/schema#Conference
Workshop on Graph Based Representations in Pattern Recognition (GbRPR),streams/conf/gbrpr,https://dblp.org/streams/conf/gbrpr,https://dblp.org/rdf/schema#Conference
USENIX Workshop on Hot Topics in Edge Computing (HotEdge),streams/conf/hotedge,https://dblp.org/streams/conf/hotedge,https://dblp.org/rdf/schema#Conference
International Workshop on the Human Mobility Prediction Challenge (HuMob-Challenge),streams/conf/humob,https://dblp.org/streams/conf/humob,https://dblp.org/rdf/schema#Conference
International Conference on Field and Service Robotics (FSR),streams/conf/fsr,https://dblp.org/streams/conf/fsr,https://dblp.org/rdf/schema#Conference
Workshop on Human Motion (HUMO),streams/conf/humo,https://dblp.org/streams/conf/humo,https://dblp.org/rdf/schema#Conference
Foundations of Software Technology and Theoretical Computer Science (FSTTCS),streams/conf/fsttcs,https://dblp.org/streams/conf/fsttcs,https://dblp.org/rdf/schema#Conference
ACM Workshop on Hot Topics in Video Analytics and Intelligent Edges (HotEdgeVideo),streams/conf/hotedgevideo,https://dblp.org/streams/conf/hotedgevideo,https://dblp.org/rdf/schema#Conference
IEEE-RAS International Conference on Humanoid Robots (Humanoids),streams/conf/humanoids,https://dblp.org/streams/conf/humanoids,https://dblp.org/rdf/schema#Conference
Goal-Oriented Business-Process Modeling (GBPM),streams/conf/gbpm,https://dblp.org/streams/conf/gbpm,https://dblp.org/rdf/schema#Conference
Future Technologies Conference (FTC),streams/conf/ftc,https://dblp.org/streams/conf/ftc,https://dblp.org/rdf/schema#Conference
Workshop on Human Factors in Hypertext (HUMAN),streams/conf/human2,https://dblp.org/streams/conf/human2,https://dblp.org/rdf/schema#Conference
"International Workshop on Gamification of Software Development, Verification, and Validation (Gamify)",streams/conf/gamify,https://dblp.org/streams/conf/gamify,https://dblp.org/rdf/schema#Conference
Human.Society@Internet (HSI),streams/conf/human,https://dblp.org/streams/conf/human,https://dblp.org/rdf/schema#Conference
International Symposium on Fault-Tolerant Computing (FTCS),streams/conf/ftcs,https://dblp.org/streams/conf/ftcs,https://dblp.org/rdf/schema#Conference
Graz Brain-Computer Interface Conference (GBCIC),streams/conf/gbcic,https://dblp.org/streams/conf/gbcic,https://dblp.org/rdf/schema#Conference
International Working Conference on Human Factors and Computational Models in Negotiation (HuCom),streams/conf/hucom,https://dblp.org/streams/conf/hucom,https://dblp.org/rdf/schema#Conference
Workshop on Hot Topics in Middleboxes and Network Function Virtualization (HotMiddlebox),streams/conf/hotmiddlebox,https://dblp.org/streams/conf/hotmiddlebox,https://dblp.org/rdf/schema#Conference
Fault-Tolerant Distributed Computing,streams/conf/ftdc,https://dblp.org/streams/conf/ftdc,https://dblp.org/rdf/schema#Conference
International Conference on Human Centered Computing (HCC),streams/conf/hucc,https://dblp.org/streams/conf/hucc,https://dblp.org/rdf/schema#Conference
NeurIPS Gaze Meets ML Workshop,streams/conf/gazeml,https://dblp.org/streams/conf/gazeml,https://dblp.org/rdf/schema#Conference
Future Trends of Distributed Computer Systems (FTDCS),streams/conf/ftdcs,https://dblp.org/streams/conf/ftdcs,https://dblp.org/rdf/schema#Conference
International Conference on Human Computer Interaction Theory and Applications (HUCAPP),streams/conf/hucapp,https://dblp.org/streams/conf/hucapp,https://dblp.org/rdf/schema#Conference
ACM Workshop on Hot Topics in Networks (HotNets),streams/conf/hotnets,https://dblp.org/streams/conf/hotnets,https://dblp.org/rdf/schema#Conference
ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp),streams/conf/huc,https://dblp.org/streams/conf/huc,https://dblp.org/rdf/schema#Conference
International Conference on Generative Artificial Intelligence and Information Security (GAIIS),streams/conf/gaiis,https://dblp.org/streams/conf/gaiis,https://dblp.org/rdf/schema#Conference
ACM Workshop on Hot Topics in Wireless (HotWireless),streams/conf/hotwireless,https://dblp.org/streams/conf/hotwireless,https://dblp.org/rdf/schema#Conference
IEEE Conference on High Performance Extreme Computing (HPEC),streams/conf/hpec,https://dblp.org/streams/conf/hpec,https://dblp.org/rdf/schema#Conference
Fog World Congress (FWC),streams/conf/fwc,https://dblp.org/streams/conf/fwc,https://dblp.org/rdf/schema#Conference
International Symposium on High-Performance Parallel Distributed Computing (HPDC),streams/conf/hpdc,https://dblp.org/streams/conf/hpdc,https://dblp.org/rdf/schema#Conference
"International Conference on High Performance Compilation, Computing and Communications (HP3C)",streams/conf/hp3c,https://dblp.org/streams/conf/hp3c,https://dblp.org/rdf/schema#Conference
Decision and Game Theory for Security (GameSec),streams/conf/gamesec,https://dblp.org/streams/conf/gamesec,https://dblp.org/rdf/schema#Conference
Workshop Farbbildverarbeitung,streams/conf/fws,https://dblp.org/streams/conf/fws,https://dblp.org/rdf/schema#Conference
Workshop on System-Level Virtualization for High Performance Computing (HPCVirt),streams/conf/hpcvirt,https://dblp.org/streams/conf/hpcvirt,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Architecture and Grid Computing (HPAGC),streams/conf/hpagc,https://dblp.org/streams/conf/hpagc,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Computing in Science and Engineering (HPCSE),streams/conf/hpcse,https://dblp.org/streams/conf/hpcse,https://dblp.org/rdf/schema#Conference
German Chapter of the ACM Publications,streams/conf/gacm,https://dblp.org/streams/conf/gacm,https://dblp.org/rdf/schema#Conference
European GAME-ON Conference (GAMEON),streams/conf/gameon,https://dblp.org/streams/conf/gameon,https://dblp.org/rdf/schema#Conference
International Symposium on High Performance Computing Systems and Applications (HPCS),streams/conf/hpcs,https://dblp.org/streams/conf/hpcs,https://dblp.org/rdf/schema#Conference
Fuzzy Days,streams/conf/fuzzy,https://dblp.org/streams/conf/fuzzy,https://dblp.org/rdf/schema#Conference
International Advanced Research Workshop on High Performance Computing (HPC),streams/conf/hpc,https://dblp.org/streams/conf/hpc,https://dblp.org/rdf/schema#Conference
"International Conference on High Performance Computing, Networking and Communication Systems (HPCNCS)",streams/conf/hpcncs,https://dblp.org/streams/conf/hpcncs,https://dblp.org/rdf/schema#Conference
German-Argentinian Workshop on Information Technology,streams/conf/gait,https://dblp.org/streams/conf/gait,https://dblp.org/rdf/schema#Conference
International Conference on High-Performance Computing and Networking (HPCN Europe),streams/conf/hpcn,https://dblp.org/streams/conf/hpcn,https://dblp.org/rdf/schema#Conference
International ICST Conference on Game Theory for Networks (GAMENETS),streams/conf/gamenets,https://dblp.org/streams/conf/gamenets,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Computing (HPC),streams/conf/hpc2,https://dblp.org/streams/conf/hpc2,https://dblp.org/rdf/schema#Conference
High Performance Computing and Cluster Technologies Conference (HPCCT),streams/conf/hpcct,https://dblp.org/streams/conf/hpcct,https://dblp.org/rdf/schema#Conference
International Conference Games and Learning Alliance (GALA),streams/conf/gala,https://dblp.org/streams/conf/gala,https://dblp.org/rdf/schema#Conference
IEEE International Conference on High Performance Computing and Communications (HPCC),streams/conf/hpcc,https://dblp.org/streams/conf/hpcc,https://dblp.org/rdf/schema#Conference
International Symposium on High-Performance Computer Architecture (HPCA),streams/conf/hpca,https://dblp.org/streams/conf/hpca,https://dblp.org/rdf/schema#Conference
Workshop on Games for Logic and Programming Languages (GALOP),streams/conf/galop,https://dblp.org/streams/conf/galop,https://dblp.org/rdf/schema#Conference
Joint International Conference on Serious Games (JCSG),streams/conf/gamedays,https://dblp.org/streams/conf/gamedays,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Computing in Asia-Pacific Region (HPC Asia),streams/conf/hpcasia,https://dblp.org/streams/conf/hpcasia,https://dblp.org/rdf/schema#Conference
"International Conference on Gameful Design, Research, and Applications (Gamification)",streams/conf/gamification,https://dblp.org/streams/conf/gamification,https://dblp.org/rdf/schema#Conference
International Workshop on Functional Software Architecture (FUNARCH),streams/conf/funarch,https://dblp.org/streams/conf/funarch,https://dblp.org/rdf/schema#Conference
International Workshop on Hybrid Systems Biology (HSB),streams/conf/hsb,https://dblp.org/streams/conf/hsb,https://dblp.org/rdf/schema#Conference
Symposium and Bootcamp on the Science of Security (HotSoS),streams/conf/hotsos,https://dblp.org/streams/conf/hotsos,https://dblp.org/rdf/schema#Conference
Hardware and Software Architectures for Fault Tolerance,streams/conf/hsaft,https://dblp.org/streams/conf/hsaft,https://dblp.org/rdf/schema#Conference
Fun and Games,streams/conf/fungames,https://dblp.org/streams/conf/fungames,https://dblp.org/rdf/schema#Conference
GamiFIN Conference (GamiFIN),streams/conf/gamifin,https://dblp.org/streams/conf/gamifin,https://dblp.org/rdf/schema#Conference
International Conference on Human-Robot Personal Relationships (HRPR),streams/conf/hrpr,https://dblp.org/streams/conf/hrpr,https://dblp.org/rdf/schema#Conference
ACM/USENIX Workshop on Hot Topics in Storage and File Systems (HotStorage),streams/conf/hotstorage,https://dblp.org/streams/conf/hotstorage,https://dblp.org/rdf/schema#Conference
International Conference on Information Fusion (FUSION),streams/conf/fusion,https://dblp.org/streams/conf/fusion,https://dblp.org/rdf/schema#Conference
IEEE/ACM International Conference on Human-Robot Interaction (HRI),streams/conf/hri,https://dblp.org/streams/conf/hri,https://dblp.org/rdf/schema#Conference
Future Security - Security Research Conference,streams/conf/futsec,https://dblp.org/streams/conf/futsec,https://dblp.org/rdf/schema#Conference
Workshop on Recommender Systems for Human Resources (HR@RecSys),streams/conf/hr-recsys,https://dblp.org/streams/conf/hr-recsys,https://dblp.org/rdf/schema#Conference
Workshop on Hot Topics in Software Upgrades (HotSWUp),streams/conf/hotswup,https://dblp.org/streams/conf/hotswup,https://dblp.org/rdf/schema#Conference
Hot Topics in System Dependability (HotDep),streams/conf/hotdep,https://dblp.org/streams/conf/hotdep,https://dblp.org/rdf/schema#Conference
High-Performance Web Databases,streams/conf/hpwd,https://dblp.org/streams/conf/hpwd,https://dblp.org/rdf/schema#Conference
Future Databases,streams/conf/future,https://dblp.org/streams/conf/future,https://dblp.org/rdf/schema#Conference
International Workshop on Hot Topics in Cloud service Scalability (HotTopiCS),streams/conf/hottopics,https://dblp.org/streams/conf/hottopics,https://dblp.org/rdf/schema#Conference
High Performance Transaction Systems Workshop (HPTS),streams/conf/hpts,https://dblp.org/streams/conf/hpts,https://dblp.org/rdf/schema#Conference
IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),streams/conf/fuzzIEEE,https://dblp.org/streams/conf/fuzzIEEE,https://dblp.org/rdf/schema#Conference
Workshop on Game Systems (GameSys),streams/conf/gamesys,https://dblp.org/streams/conf/gamesys,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Switching and Routing (HPSR),streams/conf/hpsr,https://dblp.org/streams/conf/hpsr,https://dblp.org/rdf/schema#Conference
IEEE Workshop on Hot Topics in Web Systems and Technologies (HotWeb),streams/conf/hotweb,https://dblp.org/streams/conf/hotweb,https://dblp.org/rdf/schema#Conference
International Fuzzing Workshop (FUZZING),streams/conf/fuzzing,https://dblp.org/streams/conf/fuzzing,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Scientific Computing (HPSC),streams/conf/hpsc,https://dblp.org/streams/conf/hpsc,https://dblp.org/rdf/schema#Conference
IEEE Games Entertainment Media Conference (GEM),streams/conf/gamesem,https://dblp.org/streams/conf/gamesem,https://dblp.org/rdf/schema#Conference
International Conference on High Performance Networking (HPN),streams/conf/hpn,https://dblp.org/streams/conf/hpn,https://dblp.org/rdf/schema#Conference
International Workshop on Hybrid Metaheuristics (HM),streams/conf/hm,https://dblp.org/streams/conf/hm,https://dblp.org/rdf/schema#Conference
Glasgow Workshop on Functional Programming,streams/conf/fp,https://dblp.org/streams/conf/fp,https://dblp.org/rdf/schema#Conference
International Workshop on Gender Equality in Software Engineering (GE),streams/conf/ge-ws,https://dblp.org/streams/conf/ge-ws,https://dblp.org/rdf/schema#Conference
International Conference on Intelligent and Adaptive Systems and Software Engineering (IASSE),streams/conf/iasse,https://dblp.org/streams/conf/iasse,https://dblp.org/rdf/schema#Conference
Conference on Functional Programming Languages and Computer Architecture (FPCA),streams/conf/fpca,https://dblp.org/streams/conf/fpca,https://dblp.org/rdf/schema#Conference
Research Directions in High-Level Parallel Programming Languages,streams/conf/hlppp,https://dblp.org/streams/conf/hlppp,https://dblp.org/rdf/schema#Conference
IAS Annual Meeting,streams/conf/iasam,https://dblp.org/streams/conf/iasam,https://dblp.org/rdf/schema#Conference
Symposium on Field Programmable Gate Arrays (FPGA),streams/conf/fpga,https://dblp.org/streams/conf/fpga,https://dblp.org/rdf/schema#Conference
Intelligent Autonomous Systems (IAS),streams/conf/ias,https://dblp.org/streams/conf/ias,https://dblp.org/rdf/schema#Conference
Group Decision and Negotiation (GDN),streams/conf/gdn,https://dblp.org/streams/conf/gdn,https://dblp.org/rdf/schema#Conference
Human Language Technology - The Baltic Perspectiv (Baltic HLT),streams/conf/hlt,https://dblp.org/streams/conf/hlt,https://dblp.org/rdf/schema#Conference
International Advanced Research Workshop on In Silico Oncology and Cancer Investigation (IARWISOI),streams/conf/iarwisoci,https://dblp.org/streams/conf/iarwisoci,https://dblp.org/rdf/schema#Conference
FPGAworld Conference (FPGAworld),streams/conf/fpgaworld,https://dblp.org/streams/conf/fpgaworld,https://dblp.org/rdf/schema#Conference
Workshop on the Interactions between Analogical Reasoning and Machine Learning (IARML),streams/conf/iarml,https://dblp.org/streams/conf/iarml,https://dblp.org/rdf/schema#Conference
International Association for Social Science Information Sercices and Technology (IASSIST),streams/conf/iassist,https://dblp.org/streams/conf/iassist,https://dblp.org/rdf/schema#Conference
International Conference on Field-Programmable Logic and Applications (FPL),streams/conf/fpl,https://dblp.org/streams/conf/fpl,https://dblp.org/rdf/schema#Conference
International Symposium on Graph Drawing and Network Visualization (GD),streams/conf/gd,https://dblp.org/streams/conf/gd,https://dblp.org/rdf/schema#Conference
IARIA Conferences,streams/conf/iaria,https://dblp.org/streams/conf/iaria,https://dblp.org/rdf/schema#Conference
Future of Game Design and Technology (Future Play),streams/conf/fplay,https://dblp.org/streams/conf/fplay,https://dblp.org/rdf/schema#Conference
International Conference on Informatics and Applied Mathematics (IAM),streams/conf/iam,https://dblp.org/streams/conf/iam,https://dblp.org/rdf/schema#Conference
History of Medical Informatics,streams/conf/hmi,https://dblp.org/streams/conf/hmi,https://dblp.org/rdf/schema#Conference
Generative and Component-Based Software Engineering (GCSE),streams/conf/gcse,https://dblp.org/streams/conf/gcse,https://dblp.org/rdf/schema#Conference
International Conference on Asian Language Processing (IALP),streams/conf/ialp,https://dblp.org/streams/conf/ialp,https://dblp.org/rdf/schema#Conference
Functional Programming Languages in Education (FPLE),streams/conf/fple,https://dblp.org/streams/conf/fple,https://dblp.org/rdf/schema#Conference
International Workshop on High Mobility Wireless Communications (HMWC),streams/conf/hmwc,https://dblp.org/streams/conf/hmwc,https://dblp.org/rdf/schema#Conference
Workshop on Interactive Adaptive Learning (IAL),streams/conf/ial,https://dblp.org/streams/conf/ial,https://dblp.org/rdf/schema#Conference
Foundations and Practice of Security (FPS),streams/conf/fps,https://dblp.org/streams/conf/fps,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Information Technology (IAIT),streams/conf/iait,https://dblp.org/streams/conf/iait,https://dblp.org/rdf/schema#Conference
IASTED Conference on Software Engineering (SE),streams/conf/iastedSE,https://dblp.org/streams/conf/iastedSE,https://dblp.org/rdf/schema#Conference
International Workshop on Feature-Oriented Software Development (FOSD),streams/conf/fosd,https://dblp.org/streams/conf/fosd,https://dblp.org/rdf/schema#Conference
Intelligent Agents for Telecommunication Applications (IATA),streams/conf/iata,https://dblp.org/streams/conf/iata,https://dblp.org/rdf/schema#Conference
Joint Multi-Conference on Human-Level Artificial Intelligence (HLAI),streams/conf/hlai,https://dblp.org/streams/conf/hlai,https://dblp.org/rdf/schema#Conference
ACM/SIGEVO Summit on Genetic and Evolutionary Computation (GEC Summit),streams/conf/gecsummit,https://dblp.org/streams/conf/gecsummit,https://dblp.org/rdf/schema#Conference
ACM International Conference on International Agent Technology (IAT),streams/conf/iat,https://dblp.org/streams/conf/iat,https://dblp.org/rdf/schema#Conference
Future of Software Engineering (FOSE),streams/conf/fose-ws,https://dblp.org/streams/conf/fose-ws,https://dblp.org/rdf/schema#Conference
International Workshop on Human-Like Computing (HLC),streams/conf/hlc,https://dblp.org/streams/conf/hlc,https://dblp.org/rdf/schema#Conference
"Web Technologies, Applications, and Services (WTAS)",streams/conf/iastedWTAS,https://dblp.org/streams/conf/iastedWTAS,https://dblp.org/rdf/schema#Conference
Foundations of Software Science and Computation Structure (FoSSaCS),streams/conf/fossacs,https://dblp.org/streams/conf/fossacs,https://dblp.org/rdf/schema#Conference
IEEE German Eduction Conference (GeCon),streams/conf/gecon2,https://dblp.org/streams/conf/gecon2,https://dblp.org/rdf/schema#Conference
Software Engineering and Applications,streams/conf/iastedSEA,https://dblp.org/streams/conf/iastedSEA,https://dblp.org/rdf/schema#Conference
International Workshop on High-Level Concurrent Languages (HLCL),streams/conf/hlcl,https://dblp.org/streams/conf/hlcl,https://dblp.org/rdf/schema#Conference
Foundations of the Formal Sciences (FotFS),streams/conf/fotfs,https://dblp.org/streams/conf/fotfs,https://dblp.org/rdf/schema#Conference
GCC Developer's Summit (GccSummit),streams/conf/gccsummit,https://dblp.org/streams/conf/gccsummit,https://dblp.org/rdf/schema#Conference
"International Conference on the Economics of Grids, Clouds, Systems, and Services (GECON)",streams/conf/gecon,https://dblp.org/streams/conf/gecon,https://dblp.org/rdf/schema#Conference
IASTED International Conference on Communication Systems and Networks (CSN),streams/conf/iastedCSN,https://dblp.org/streams/conf/iastedCSN,https://dblp.org/rdf/schema#Conference
Formal Verification of Object-Oriented Software (FoVeOOS),streams/conf/foveoos,https://dblp.org/streams/conf/foveoos,https://dblp.org/rdf/schema#Conference
High Level Design Validation and Test Workshop (HLDVT),streams/conf/hldvt,https://dblp.org/streams/conf/hldvt,https://dblp.org/rdf/schema#Conference
Computational Intelligence,streams/conf/iastedCI,https://dblp.org/streams/conf/iastedCI,https://dblp.org/rdf/schema#Conference
School of SegraVis Research Training Network on Foundations of Visual Modelling Techniques (FoVMT),streams/conf/fovmt,https://dblp.org/streams/conf/fovmt,https://dblp.org/rdf/schema#Conference
"Circuits, Signals, and Systems (CCS)",streams/conf/iastedCCS,https://dblp.org/streams/conf/iastedCCS,https://dblp.org/rdf/schema#Conference
Higher-Level Knowledge in 3D Modeling and Motion Analysis (HLK),streams/conf/hlk,https://dblp.org/streams/conf/hlk,https://dblp.org/rdf/schema#Conference
Annual Conference on Genetic and Evolutionary Computation (GECCO),streams/conf/gecco,https://dblp.org/streams/conf/gecco,https://dblp.org/rdf/schema#Conference
International Workshop on Foundations of Wireless Ad Hoc and Sensor Networking and Computing (FOWANC),streams/conf/fowanc,https://dblp.org/streams/conf/fowanc,https://dblp.org/rdf/schema#Conference
IASTED Conferences,streams/conf/iasted,https://dblp.org/streams/conf/iasted,https://dblp.org/rdf/schema#Conference
Symposium on High-Level-Language Computer Architecture (HLLCA),streams/conf/hllca,https://dblp.org/streams/conf/hllca,https://dblp.org/rdf/schema#Conference
Workshop on Hybrid Approaches to Translation (HyTra),streams/conf/hytra,https://dblp.org/streams/conf/hytra,https://dblp.org/rdf/schema#Conference
Symposium on Working Formal Methods (FROM),streams/conf/from,https://dblp.org/streams/conf/from,https://dblp.org/rdf/schema#Conference
"IFIP International Conference on e-Business, e-Services, and e-Society (I3E)",streams/conf/i3e,https://dblp.org/streams/conf/i3e,https://dblp.org/rdf/schema#Conference
IEEE International Symposium on Hardware Oriented Security and Trust (HOST),streams/conf/host,https://dblp.org/streams/conf/host,https://dblp.org/rdf/schema#Conference
Conference of the Open Innovations Association (FRUCT),streams/conf/fruct,https://dblp.org/streams/conf/fruct,https://dblp.org/rdf/schema#Conference
International Instrumentation and Measurement Technology Conference,streams/conf/i2mtc,https://dblp.org/streams/conf/i2mtc,https://dblp.org/rdf/schema#Conference
Global Conference on Artificial Intelligence and Internet of Things (GCAIoT),streams/conf/gcaiot,https://dblp.org/streams/conf/gcaiot,https://dblp.org/rdf/schema#Conference
International Conference on Formal Structures for Computation and Deduction (FSCD),streams/conf/fscd,https://dblp.org/streams/conf/fscd,https://dblp.org/rdf/schema#Conference
International Conference on Semantic Systems (SEMANTiCS),streams/conf/i-semantics,https://dblp.org/streams/conf/i-semantics,https://dblp.org/rdf/schema#Conference
Workshop on Sustainable Computer Systems Design and Implementation (HotCarbon),streams/conf/hotcarbon,https://dblp.org/streams/conf/hotcarbon,https://dblp.org/rdf/schema#Conference
"International Conference on Information Technology, Data Science, and Optimization (I-DO)",streams/conf/i-do,https://dblp.org/streams/conf/i-do,https://dblp.org/rdf/schema#Conference
Fuzzy Systems and Data Mining (FSDM),streams/conf/fsdm,https://dblp.org/streams/conf/fsdm,https://dblp.org/rdf/schema#Conference
Global Conference on Artificial Intelligence (GCAI),streams/conf/gcai,https://dblp.org/streams/conf/gcai,https://dblp.org/rdf/schema#Conference
Workshop on Hot Topics in Cloud Data Processing (HotCDP),streams/conf/hotcdp,https://dblp.org/streams/conf/hotcdp,https://dblp.org/rdf/schema#Conference
Conference on Innovative Applications of Artificial Intelligence (IAAI),streams/conf/iaai,https://dblp.org/streams/conf/iaai,https://dblp.org/rdf/schema#Conference
Fast Software Encryption Workshop (FSE),streams/conf/fse,https://dblp.org/streams/conf/fse,https://dblp.org/rdf/schema#Conference
International Workshop on Hybrid Logic (HyLo),streams/conf/hylo,https://dblp.org/streams/conf/hylo,https://dblp.org/rdf/schema#Conference
IEEE Hot Chips Symposium (HCS),streams/conf/hotchips,https://dblp.org/streams/conf/hotchips,https://dblp.org/rdf/schema#Conference
